사용자 유형,기존 응원 팀,질문,매칭팀,추천 리그,sbert_score,n2v_score,vector_score,매칭 스코어,llm_rank,llm_reason
1,울산 HD FC,나는 울산 HD FC의 '다큐멘터리_블루웨이브' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.45727792,0.5,0.924607589386269,0.5678,1,레이싱 불스의 독특한 디자인과 블루와 오렌지 색상의 조화가 다큐멘터리_블루웨이브의 스타일과 유사합니다.
1,울산 HD FC,나는 울산 HD FC의 '다큐멘터리_블루웨이브' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맥라렌,F1,0.38833684,0.5,0.9354280984956792,0.5424,2,맥라렌의 클래식한 디자인과 블루와 레드 색상의 조합은 다큐멘터리_블루웨이브의 감각적인 느낌을 제공합니다.
1,울산 HD FC,나는 울산 HD FC의 '다큐멘터리_블루웨이브' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,하스,F1,0.3751328,0.5,0.923812992867432,0.5348,3,하스의 독특한 디자인 요소와 주황색과 검정의 색상 조합은 다큐멘터리_블루웨이브의 스타일을 일부 닮아 있습니다.
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,기아 타이거즈,KBO,0.22173382,0.6992494463920593,0.904112603536039,0.5492,1,"기아 타이거즈는 강력한 타격력을 자랑하는 선수들이 많으며, 특히 내야에서 활약하는 선수들이 나르샤와 유사한 스타일을 보입니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.24193347,0.6698145866394043,0.8872751692682712,0.5422,2,"삼성 라이온즈는 다양한 타격 스타일의 선수들을 보유하고 있으며, 특히 내야에서 빠른 발과 강한 타격력을 가진 선수들이 많습니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.25330317,0.5,0.9837736012587378,0.4981,3,"KT 위즈도 좋은 타자들이 있지만, 나르샤와 같은 스타일의 선수는 상대적으로 적습니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.34514353,0.997977375984192,0.9470712300839362,0.7267,1,"빠른 속도와 기술적 능력을 중시하는 팀으로, 사디오 마네와 세르히오 디아스 같은 선수들이 나르샤와 유사한 스타일을 가지고 있습니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 시티,EPL,0.28216985,0.9949920773506165,0.8806543859487871,0.687,2,"펩 구아르디올라 감독의 '플로' 축구를 통해 빠른 패스로 공격을 구축하며, 케인과 아구에로 같은 선수들이 나르샤와 비슷한 기술적 능력을 가지고 있습니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 유나이티드,EPL,0.22885205,0.9943981170654296,0.9387467508866107,0.677,3,"전통적인 잉글랜드 축구의 영향을 받으며, 중간 패스를 통해 공격을 구축하는 경향이 있어 나르샤와는 다소 다른 축구 철학을 가진 팀입니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,페라리,F1,0.34548575,0.7086213231086731,0.867585580547885,0.5952,1,"페라리는 강력한 엔진과 빠른 속도를 바탕으로 경주에 뛰어들며, 나르샤와 같은 공격적인 플레이 스타일을 선호하는 선수에게 적합할 수 있습니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.38328323,0.5,0.924607589386269,0.5382,2,"레이싱 불스는 페라리와 함께 F1에서 가장 빠른 팀 중 하나로, 나르샤의 스타일과 잘 맞을 것으로 보입니다."
1,강원FC,나는 강원FC의 '나르샤' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맥라렌,F1,0.32687837,0.5,0.9354280984956792,0.5178,3,"맥라렌은 기술적이고 전략적인 경주를 선호하는 팀으로, 나르샤와 같은 공격적인 플레이 스타일이 적합하지 않을 수 있습니다."
1,인천 유나이티드,나는 인천 유나이티드의 '재승격성공' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.5010979,0.5,0.924607589386269,0.5854,1,레이싱 불스의 빠른 속도와 공격적인 드라이빙 스타일이 인천 유나이티드의 '재승격성공'과 비슷한 느낌을 줍니다.
1,인천 유나이티드,나는 인천 유나이티드의 '재승격성공' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맥라렌,F1,0.43848285,0.5,0.9354280984956792,0.5625,2,"맥라렌은 전통적으로 빠른 속도와 강력한 퍼포먼스를 자랑하며, 인천 유나이티드의 스타일과 비슷한 경쟁적인 드라이빙을 보여줍습니다."
1,인천 유나이티드,나는 인천 유나이티드의 '재승격성공' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,윌리엄스,F1,0.40773147,0.5,0.940160426099116,0.5511,3,"윌리엄스는 기술적으로 뛰어난 팀으로, 인천 유나이티드의 전술적 측면과 비슷한 전략적인 드라이빙을 보여줍니다."
1,전북 현대 모터스,나는 전북 현대 모터스의 '레전드' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.42804664,0.9170863628387452,0.9470712300839362,0.7275,1,"리버풀은 전통적인 스타일과 강력한 팬 문화로 유명하며, 클럽의 역사와 전설을 중시하는 모습이 전북 현대 모터스와 비슷합니다."
1,전북 현대 모터스,나는 전북 현대 모터스의 '레전드' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 유나이티드,EPL,0.32662863,0.9331917762756348,0.9387467508866107,0.6917,2,유나이티드는 강력한 브랜드 이미지와 전설적인 선수들로 인해 '레전드' 같은 이미지를 가지고 있습니다. 그러나 현대 축구의 빠른 속도와 기술적 요소에서 약간 떨어질 수 있습니다.
1,전북 현대 모터스,나는 전북 현대 모터스의 '레전드' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 시티,EPL,0.35799783,0.9291971921920776,0.8806543859487871,0.691,3,"시티는 최근 몇 년 동안 강력한 팀으로 성장했지만, 전북 현대 모터스의 '레전드' 같은 스타일과는 다소 차이가 있습니다. 시티는 더 많은 기술적 요소를 중시하는 팀입니다."
1,전북 현대 모터스,나는 전북 현대 모터스의 '레전드' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,페라리,F1,0.39857,0.8854005336761475,0.867585580547885,0.6871,1,"페라리는 전북 현대 모터스의 '레전드'와 같은 강력한 브랜드 이미지를 가지고 있으며, 여러 차례 챔피언십을 휩에 성공한 경험이 있습니다."
1,전북 현대 모터스,나는 전북 현대 모터스의 '레전드' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.4632883,0.5,0.924607589386269,0.5702,3,"레이싱 불스는 전북 현대 모터스의 스타일과 유사한 독특하고 강렬한 이미지를 가지고 있으며, 최근 몇 년간 꾸준히 성적을 내고 있습니다."
1,전북 현대 모터스,나는 전북 현대 모터스의 '레전드' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맥라렌,F1,0.4153365,0.5,0.9354280984956792,0.5532,2,"맥라렌은 전북 현대 모터스의 '레전드'와 같은 혁신적인 기술과 성공적인 경력을 가지고 있으며, 여러 차례 챔피언십을 휩에 성공한 경험이 있습니다."
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈즈,KBO,0.292758,0.9692326784133912,0.673672539206589,0.6395,1,LG 트윈즈는 강력한 타선과 투수진을 보유하고 있어 공방전에서 유리한 위치에 서 있습니다.
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,두샨 베어스,KBO,0.3068592,0.7970012426376343,0.6733063712035046,0.5762,3,분석 실패 또는 신뢰도 낮음
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.30517864,0.7226645946502686,0.75300231661756,0.5617,2,"키움은 신생팀이지만, 젊은 선수들 사이에서 큰 잠재력을 보여주고 있습니다. 그러나 아직 경험과 안정성을 갖추지 못한 부분이 있어 공방전에서의 성적이 불확실합니다."
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.3952914,0.9907633662223816,0.7289845661544931,0.7002,1,뉴캐슬 유나이티드는 공격적인 플레이와 강력한 홈 경기장에서의 성적을 바탕으로 화끈한 공방전을 자주 펼친다.
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.50511855,0.5,0.826660414731527,0.5674,2,"크리스тал 팰리스는 공격적인 전술과 빠른 속도에서 유리하며, 때때로 화끈한 경기들을 선보인다."
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,토트넘 홋스퍼,EPL,0.43837643,0.5,0.853055445140964,0.546,3,"토트넘은 강력한 선수단을 보유하고 있지만, 최근 몇 년간의 경기 스타일에서는 화끈한 공방전이 주를 이루지 않았다."
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,애스턴 마틴,F1,0.32581365,0.988800883293152,0.6593855288108743,0.6577,2,"애스턴 마틴은 매우 공격적인 드라이빙 스타일을 가지고 있으며, 경주에서 빠르게 움직이며 다양한 전략적 결정을 내리는 팀으로 유명합니다."
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.4846327,0.5,0.6818850447298698,0.5302,1,"레이싱 불스는 매우 강력한 드라이빙 스타일을 가지고 있으며, 경주에서 빠르고 공격적으로 움직이며, 특히 전반부와 후반부의 공방전에서 뛰어난 성과를 보입니다."
1,대구FC,나는 대구FC의 '화끈한_공방전' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레드불,F1,0.40132415,0.5,0.662059956969008,0.4929,3,"레드불은 강력한 드라이빙 스타일을 가지고 있지만, 때로는 과도하게 공격적인 전략으로 인해 실수를 범하기도 합니다."
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.43211323,0.5,0.9837736012587378,0.5696,1,"KT 위즈는 현대적인 디자인과 깔끔한 색상 조합이 특징이며, 제주 SK FC와 비슷한 스타일의 팀 로고를 가지고 있습니다."
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈즈,KBO,0.3894453,0.5,0.9260043181881564,0.541,2,"LG 트윈즈는 동양적인 요소가 포함된 로고 디자인과 밝은 색상이 특징이며, 감귤_군단의 유려하고 현대적인 느낌을 가지고 있습니다."
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,한화 이글스,KBO,0.36886132,0.5,0.9351941501467465,0.5346,3,"한화 이글스는 강렬한 색상과 독특한 로고 디자인으로 인해 제주 SK FC와는 다른 느낌을 주며, 감귤_군단의 스타일과는 다소 차이가 있습니다."
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.44978452,0.5,0.9721760249455392,0.5743,2,크리스탈 팰리스의 홈 구장인 셀허스트 파크의 분위기와 팀의 공격적인 플레이 스타일이 제주 SK FC의 '감귤_군단'과 유사합니다.
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.44948894,0.5,0.9648402984482792,0.5728,3,뉴캐슬 유나이티드는 강력한 홈 구장 분위기와 팬들의 열정적인 응원을 가지고 있습니다. 그러나 전체적으로 리버풀과 크리스탈 팰리스에 비해 스타일이 덜 공격적입니다.
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.40665498,0.5,0.9470712300839362,0.5521,1,리버풀은 안필드의 열정적인 팬들과 강력한 팀 스포츠 정신을 가지고 있습니다. 특히 '유럽의 작은 대도시'라는 브랜드 아이덴티티와 유사한 분위기를 자랑합니다.
1,제주 SK FC,나는 제주 SK FC의 '감귤_군단' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.4316514,0.5,0.924607589386269,0.5576,1,"레이싱 불스의 색상과 로고 디자인은 감귤_군단의 과일과 유사한 느낌을 주며, 팀의 에너지와 열정을 잘 표현합니다."
